=== 加载环境变量...
API配置: base_url=None, model_name=Qwen3-30B-A3B-GPTQ-Int4
API_KEY存在: True
=== 创建模型...
=== 模型创建成功
=== 创建agent...
=== Agent创建成功
=== 开始调用agent...
=== 注意: 由于HumanInTheLoopMiddleware，程序可能会等待人类输入...
=== 收到chunk: ('messages', (AIMessageChunk(content='', additional_kwargs={}, response_metadata={'model_provider': 'openai'}, id='lc_run--019d6ffc-4616-7d41-8521-596b89688b6a', tool_calls=[], invalid_tool_calls=[], tool_call_chunks=[]), {'thread_id': '1', 'langgraph_step': 1, 'langgraph_node': 'model', 'langgraph_triggers': ('branch:to:model',), 'langgraph_path': ('__pregel_pull', 'model'), 'langgraph_checkpoint_ns': 'model:c6375dde-d8d7-bd56-2fd7-bb8ba5725fb7', 'checkpoint_ns': 'model:c6375dde-d8d7-bd56-2fd7-bb8ba5725fb7', 'ls_provider': 'openai', 'ls_model_name': 'Qwen3-30B-A3B-GPTQ-Int4', 'ls_model_type': 'chat', 'ls_temperature': None}))
=== 收到chunk: ('messages', (AIMessageChunk(content='使用', additional_kwargs={}, response_metadata={'model_provider': 'openai'}, id='lc_run--019d6ffc-4616-7d41-8521-596b89688b6a', tool_calls=[], invalid_tool_calls=[], tool_call_chunks=[]), {'thread_id': '1', 'langgraph_step': 1, 'langgraph_node': 'model', 'langgraph_triggers': ('branch:to:model',), 'langgraph_path': ('__pregel_pull', 'model'), 'langgraph_checkpoint_ns': 'model:c6375dde-d8d7-bd56-2fd7-bb8ba5725fb7', 'checkpoint_ns': 'model:c6375dde-d8d7-bd56-2fd7-bb8ba5725fb7', 'ls_provider': 'openai', 'ls_model_name': 'Qwen3-30B-A3B-GPTQ-Int4', 'ls_model_type': 'chat', 'ls_temperature': None}))
=== 收到chunk: ('messages', (AIMessageChunk(content='哪个', additional_kwargs={}, response_metadata={'model_provider': 'openai'}, id='lc_run--019d6ffc-4616-7d41-8521-596b89688b6a', tool_calls=[], invalid_tool_calls=[], tool_call_chunks=[]), {'thread_id': '1', 'langgraph_step': 1, 'langgraph_node': 'model', 'langgraph_triggers': ('branch:to:model',), 'langgraph_path': ('__pregel_pull', 'model'), 'langgraph_checkpoint_ns': 'model:c6375dde-d8d7-bd56-2fd7-bb8ba5725fb7', 'checkpoint_ns': 'model:c6375dde-d8d7-bd56-2fd7-bb8ba5725fb7', 'ls_provider': 'openai', 'ls_model_name': 'Qwen3-30B-A3B-GPTQ-Int4', 'ls_model_type': 'chat', 'ls_temperature': None}))
=== 收到chunk: ('messages', (AIMessageChunk(content='工具', additional_kwargs={}, response_metadata={'model_provider': 'openai'}, id='lc_run--019d6ffc-4616-7d41-8521-596b89688b6a', tool_calls=[], invalid_tool_calls=[], tool_call_chunks=[]), {'thread_id': '1', 'langgraph_step': 1, 'langgraph_node': 'model', 'langgraph_triggers': ('branch:to:model',), 'langgraph_path': ('__pregel_pull', 'model'), 'langgraph_checkpoint_ns': 'model:c6375dde-d8d7-bd56-2fd7-bb8ba5725fb7', 'checkpoint_ns': 'model:c6375dde-d8d7-bd56-2fd7-bb8ba5725fb7', 'ls_provider': 'openai', 'ls_model_name': 'Qwen3-30B-A3B-GPTQ-Int4', 'ls_model_type': 'chat', 'ls_temperature': None}))
=== 收到chunk: ('messages', (AIMessageChunk(content='。', additional_kwargs={}, response_metadata={'model_provider': 'openai'}, id='lc_run--019d6ffc-4616-7d41-8521-596b89688b6a', tool_calls=[], invalid_tool_calls=[], tool_call_chunks=[]), {'thread_id': '1', 'langgraph_step': 1, 'langgraph_node': 'model', 'langgraph_triggers': ('branch:to:model',), 'langgraph_path': ('__pregel_pull', 'model'), 'langgraph_checkpoint_ns': 'model:c6375dde-d8d7-bd56-2fd7-bb8ba5725fb7', 'checkpoint_ns': 'model:c6375dde-d8d7-bd56-2fd7-bb8ba5725fb7', 'ls_provider': 'openai', 'ls_model_name': 'Qwen3-30B-A3B-GPTQ-Int4', 'ls_model_type': 'chat', 'ls_temperature': None}))
=== 收到chunk: ('messages', (AIMessageChunk(content='根据', additional_kwargs={}, response_metadata={'model_provider': 'openai'}, id='lc_run--019d6ffc-4616-7d41-8521-596b89688b6a', tool_calls=[], invalid_tool_calls=[], tool_call_chunks=[]), {'thread_id': '1', 'langgraph_step': 1, 'langgraph_node': 'model', 'langgraph_triggers': ('branch:to:model',), 'langgraph_path': ('__pregel_pull', 'model'), 'langgraph_checkpoint_ns': 'model:c6375dde-d8d7-bd56-2fd7-bb8ba5725fb7', 'checkpoint_ns': 'model:c6375dde-d8d7-bd56-2fd7-bb8ba5725fb7', 'ls_provider': 'openai', 'ls_model_name': 'Qwen3-30B-A3B-GPTQ-Int4', 'ls_model_type': 'chat', 'ls_temperature': None}))
=== 收到chunk: ('messages', (AIMessageChunk(content='提供的', additional_kwargs={}, response_metadata={'model_provider': 'openai'}, id='lc_run--019d6ffc-4616-7d41-8521-596b89688b6a', tool_calls=[], invalid_tool_calls=[], tool_call_chunks=[]), {'thread_id': '1', 'langgraph_step': 1, 'langgraph_node': 'model', 'langgraph_triggers': ('branch:to:model',), 'langgraph_path': ('__pregel_pull', 'model'), 'langgraph_checkpoint_ns': 'model:c6375dde-d8d7-bd56-2fd7-bb8ba5725fb7', 'checkpoint_ns': 'model:c6375dde-d8d7-bd56-2fd7-bb8ba5725fb7', 'ls_provider': 'openai', 'ls_model_name': 'Qwen3-30B-A3B-GPTQ-Int4', 'ls_model_type': 'chat', 'ls_temperature': None}))
=== 收到chunk: ('messages', (AIMessageChunk(content='工具', additional_kwargs={}, response_metadata={'model_provider': 'openai'}, id='lc_run--019d6ffc-4616-7d41-8521-596b89688b6a', tool_calls=[], invalid_tool_calls=[], tool_call_chunks=[]), {'thread_id': '1', 'langgraph_step': 1, 'langgraph_node': 'model', 'langgraph_triggers': ('branch:to:model',), 'langgraph_path': ('__pregel_pull', 'model'), 'langgraph_checkpoint_ns': 'model:c6375dde-d8d7-bd56-2fd7-bb8ba5725fb7', 'checkpoint_ns': 'model:c6375dde-d8d7-bd56-2fd7-bb8ba5725fb7', 'ls_provider': 'openai', 'ls_model_name': 'Qwen3-30B-A3B-GPTQ-Int4', 'ls_model_type': 'chat', 'ls_temperature': None}))
=== 收到chunk: ('messages', (AIMessageChunk(content='，', additional_kwargs={}, response_metadata={'model_provider': 'openai'}, id='lc_run--019d6ffc-4616-7d41-8521-596b89688b6a', tool_calls=[], invalid_tool_calls=[], tool_call_chunks=[]), {'thread_id': '1', 'langgraph_step': 1, 'langgraph_node': 'model', 'langgraph_triggers': ('branch:to:model',), 'langgraph_path': ('__pregel_pull', 'model'), 'langgraph_checkpoint_ns': 'model:c6375dde-d8d7-bd56-2fd7-bb8ba5725fb7', 'checkpoint_ns': 'model:c6375dde-d8d7-bd56-2fd7-bb8ba5725fb7', 'ls_provider': 'openai', 'ls_model_name': 'Qwen3-30B-A3B-GPTQ-Int4', 'ls_model_type': 'chat', 'ls_temperature': None}))
=== 收到chunk: ('messages', (AIMessageChunk(content='发送', additional_kwargs={}, response_metadata={'model_provider': 'openai'}, id='lc_run--019d6ffc-4616-7d41-8521-596b89688b6a', tool_calls=[], invalid_tool_calls=[], tool_call_chunks=[]), {'thread_id': '1', 'langgraph_step': 1, 'langgraph_node': 'model', 'langgraph_triggers': ('branch:to:model',), 'langgraph_path': ('__pregel_pull', 'model'), 'langgraph_checkpoint_ns': 'model:c6375dde-d8d7-bd56-2fd7-bb8ba5725fb7', 'checkpoint_ns': 'model:c6375dde-d8d7-bd56-2fd7-bb8ba5725fb7', 'ls_provider': 'openai', 'ls_model_name': 'Qwen3-30B-A3B-GPTQ-Int4', 'ls_model_type': 'chat', 'ls_temperature': None}))
=== 收到chunk: ('messages', (AIMessageChunk(content='邮件', additional_kwargs={}, response_metadata={'model_provider': 'openai'}, id='lc_run--019d6ffc-4616-7d41-8521-596b89688b6a', tool_calls=[], invalid_tool_calls=[], tool_call_chunks=[]), {'thread_id': '1', 'langgraph_step': 1, 'langgraph_node': 'model', 'langgraph_triggers': ('branch:to:model',), 'langgraph_path': ('__pregel_pull', 'model'), 'langgraph_checkpoint_ns': 'model:c6375dde-d8d7-bd56-2fd7-bb8ba5725fb7', 'checkpoint_ns': 'model:c6375dde-d8d7-bd56-2fd7-bb8ba5725fb7', 'ls_provider': 'openai', 'ls_model_name': 'Qwen3-30B-A3B-GPTQ-Int4', 'ls_model_type': 'chat', 'ls_temperature': None}))
=== 收到chunk: ('messages', (AIMessageChunk(content='应该', additional_kwargs={}, response_metadata={'model_provider': 'openai'}, id='lc_run--019d6ffc-4616-7d41-8521-596b89688b6a', tool_calls=[], invalid_tool_calls=[], tool_call_chunks=[]), {'thread_id': '1', 'langgraph_step': 1, 'langgraph_node': 'model', 'langgraph_triggers': ('branch:to:model',), 'langgraph_path': ('__pregel_pull', 'model'), 'langgraph_checkpoint_ns': 'model:c6375dde-d8d7-bd56-2fd7-bb8ba5725fb7', 'checkpoint_ns': 'model:c6375dde-d8d7-bd56-2fd7-bb8ba5725fb7', 'ls_provider': 'openai', 'ls_model_name': 'Qwen3-30B-A3B-GPTQ-Int4', 'ls_model_type': 'chat', 'ls_temperature': None}))
=== 收到chunk: ('messages', (AIMessageChunk(content='用', additional_kwargs={}, response_metadata={'model_provider': 'openai'}, id='lc_run--019d6ffc-4616-7d41-8521-596b89688b6a', tool_calls=[], invalid_tool_calls=[], tool_call_chunks=[]), {'thread_id': '1', 'langgraph_step': 1, 'langgraph_node': 'model', 'langgraph_triggers': ('branch:to:model',), 'langgraph_path': ('__pregel_pull', 'model'), 'langgraph_checkpoint_ns': 'model:c6375dde-d8d7-bd56-2fd7-bb8ba5725fb7', 'checkpoint_ns': 'model:c6375dde-d8d7-bd56-2fd7-bb8ba5725fb7', 'ls_provider': 'openai', 'ls_model_name': 'Qwen3-30B-A3B-GPTQ-Int4', 'ls_model_type': 'chat', 'ls_temperature': None}))
=== 收到chunk: ('messages', (AIMessageChunk(content='send', additional_kwargs={}, response_metadata={'model_provider': 'openai'}, id='lc_run--019d6ffc-4616-7d41-8521-596b89688b6a', tool_calls=[], invalid_tool_calls=[], tool_call_chunks=[]), {'thread_id': '1', 'langgraph_step': 1, 'langgraph_node': 'model', 'langgraph_triggers': ('branch:to:model',), 'langgraph_path': ('__pregel_pull', 'model'), 'langgraph_checkpoint_ns': 'model:c6375dde-d8d7-bd56-2fd7-bb8ba5725fb7', 'checkpoint_ns': 'model:c6375dde-d8d7-bd56-2fd7-bb8ba5725fb7', 'ls_provider': 'openai', 'ls_model_name': 'Qwen3-30B-A3B-GPTQ-Int4', 'ls_model_type': 'chat', 'ls_temperature': None}))
=== 收到chunk: ('messages', (AIMessageChunk(content='_email', additional_kwargs={}, response_metadata={'model_provider': 'openai'}, id='lc_run--019d6ffc-4616-7d41-8521-596b89688b6a', tool_calls=[], invalid_tool_calls=[], tool_call_chunks=[]), {'thread_id': '1', 'langgraph_step': 1, 'langgraph_node': 'model', 'langgraph_triggers': ('branch:to:model',), 'langgraph_path': ('__pregel_pull', 'model'), 'langgraph_checkpoint_ns': 'model:c6375dde-d8d7-bd56-2fd7-bb8ba5725fb7', 'checkpoint_ns': 'model:c6375dde-d8d7-bd56-2fd7-bb8ba5725fb7', 'ls_provider': 'openai', 'ls_model_name': 'Qwen3-30B-A3B-GPTQ-Int4', 'ls_model_type': 'chat', 'ls_temperature': None}))
=== 收到chunk: ('messages', (AIMessageChunk(content='_tool', additional_kwargs={}, response_metadata={'model_provider': 'openai'}, id='lc_run--019d6ffc-4616-7d41-8521-596b89688b6a', tool_calls=[], invalid_tool_calls=[], tool_call_chunks=[]), {'thread_id': '1', 'langgraph_step': 1, 'langgraph_node': 'model', 'langgraph_triggers': ('branch:to:model',), 'langgraph_path': ('__pregel_pull', 'model'), 'langgraph_checkpoint_ns': 'model:c6375dde-d8d7-bd56-2fd7-bb8ba5725fb7', 'checkpoint_ns': 'model:c6375dde-d8d7-bd56-2fd7-bb8ba5725fb7', 'ls_provider': 'openai', 'ls_model_name': 'Qwen3-30B-A3B-GPTQ-Int4', 'ls_model_type': 'chat', 'ls_temperature': None}))
=== 收到chunk: ('messages', (AIMessageChunk(content='。', additional_kwargs={}, response_metadata={'model_provider': 'openai'}, id='lc_run--019d6ffc-4616-7d41-8521-596b89688b6a', tool_calls=[], invalid_tool_calls=[], tool_call_chunks=[]), {'thread_id': '1', 'langgraph_step': 1, 'langgraph_node': 'model', 'langgraph_triggers': ('branch:to:model',), 'langgraph_path': ('__pregel_pull', 'model'), 'langgraph_checkpoint_ns': 'model:c6375dde-d8d7-bd56-2fd7-bb8ba5725fb7', 'checkpoint_ns': 'model:c6375dde-d8d7-bd56-2fd7-bb8ba5725fb7', 'ls_provider': 'openai', 'ls_model_name': 'Qwen3-30B-A3B-GPTQ-Int4', 'ls_model_type': 'chat', 'ls_temperature': None}))
=== 收到chunk: ('messages', (AIMessageChunk(content='接下来', additional_kwargs={}, response_metadata={'model_provider': 'openai'}, id='lc_run--019d6ffc-4616-7d41-8521-596b89688b6a', tool_calls=[], invalid_tool_calls=[], tool_call_chunks=[]), {'thread_id': '1', 'langgraph_step': 1, 'langgraph_node': 'model', 'langgraph_triggers': ('branch:to:model',), 'langgraph_path': ('__pregel_pull', 'model'), 'langgraph_checkpoint_ns': 'model:c6375dde-d8d7-bd56-2fd7-bb8ba5725fb7', 'checkpoint_ns': 'model:c6375dde-d8d7-bd56-2fd7-bb8ba5725fb7', 'ls_provider': 'openai', 'ls_model_name': 'Qwen3-30B-A3B-GPTQ-Int4', 'ls_model_type': 'chat', 'ls_temperature': None}))
=== 收到chunk: ('messages', (AIMessageChunk(content='要', additional_kwargs={}, response_metadata={'model_provider': 'openai'}, id='lc_run--019d6ffc-4616-7d41-8521-596b89688b6a', tool_calls=[], invalid_tool_calls=[], tool_call_chunks=[]), {'thread_id': '1', 'langgraph_step': 1, 'langgraph_node': 'model', 'langgraph_triggers': ('branch:to:model',), 'langgraph_path': ('__pregel_pull', 'model'), 'langgraph_checkpoint_ns': 'model:c6375dde-d8d7-bd56-2fd7-bb8ba5725fb7', 'checkpoint_ns': 'model:c6375dde-d8d7-bd56-2fd7-bb8ba5725fb7', 'ls_provider': 'openai', 'ls_model_name': 'Qwen3-30B-A3B-GPTQ-Int4', 'ls_model_type': 'chat', 'ls_temperature': None}))
=== 收到chunk: ('messages', (AIMessageChunk(content='检查', additional_kwargs={}, response_metadata={'model_provider': 'openai'}, id='lc_run--019d6ffc-4616-7d41-8521-596b89688b6a', tool_calls=[], invalid_tool_calls=[], tool_call_chunks=[]), {'thread_id': '1', 'langgraph_step': 1, 'langgraph_node': 'model', 'langgraph_triggers': ('branch:to:model',), 'langgraph_path': ('__pregel_pull', 'model'), 'langgraph_checkpoint_ns': 'model:c6375dde-d8d7-bd56-2fd7-bb8ba5725fb7', 'checkpoint_ns': 'model:c6375dde-d8d7-bd56-2fd7-bb8ba5725fb7', 'ls_provider': 'openai', 'ls_model_name': 'Qwen3-30B-A3B-GPTQ-Int4', 'ls_model_type': 'chat', 'ls_temperature': None}))
=== 收到chunk: ('messages', (AIMessageChunk(content='参数', additional_kwargs={}, response_metadata={'model_provider': 'openai'}, id='lc_run--019d6ffc-4616-7d41-8521-596b89688b6a', tool_calls=[], invalid_tool_calls=[], tool_call_chunks=[]), {'thread_id': '1', 'langgraph_step': 1, 'langgraph_node': 'model', 'langgraph_triggers': ('branch:to:model',), 'langgraph_path': ('__pregel_pull', 'model'), 'langgraph_checkpoint_ns': 'model:c6375dde-d8d7-bd56-2fd7-bb8ba5725fb7', 'checkpoint_ns': 'model:c6375dde-d8d7-bd56-2fd7-bb8ba5725fb7', 'ls_provider': 'openai', 'ls_model_name': 'Qwen3-30B-A3B-GPTQ-Int4', 'ls_model_type': 'chat', 'ls_temperature': None}))
=== 收到chunk: ('messages', (AIMessageChunk(content='是否', additional_kwargs={}, response_metadata={'model_provider': 'openai'}, id='lc_run--019d6ffc-4616-7d41-8521-596b89688b6a', tool_calls=[], invalid_tool_calls=[], tool_call_chunks=[]), {'thread_id': '1', 'langgraph_step': 1, 'langgraph_node': 'model', 'langgraph_triggers': ('branch:to:model',), 'langgraph_path': ('__pregel_pull', 'model'), 'langgraph_checkpoint_ns': 'model:c6375dde-d8d7-bd56-2fd7-bb8ba5725fb7', 'checkpoint_ns': 'model:c6375dde-d8d7-bd56-2fd7-bb8ba5725fb7', 'ls_provider': 'openai', 'ls_model_name': 'Qwen3-30B-A3B-GPTQ-Int4', 'ls_model_type': 'chat', 'ls_temperature': None}))
=== 收到chunk: ('messages', (AIMessageChunk(content='正确', additional_kwargs={}, response_metadata={'model_provider': 'openai'}, id='lc_run--019d6ffc-4616-7d41-8521-596b89688b6a', tool_calls=[], invalid_tool_calls=[], tool_call_chunks=[]), {'thread_id': '1', 'langgraph_step': 1, 'langgraph_node': 'model', 'langgraph_triggers': ('branch:to:model',), 'langgraph_path': ('__pregel_pull', 'model'), 'langgraph_checkpoint_ns': 'model:c6375dde-d8d7-bd56-2fd7-bb8ba5725fb7', 'checkpoint_ns': 'model:c6375dde-d8d7-bd56-2fd7-bb8ba5725fb7', 'ls_provider': 'openai', 'ls_model_name': 'Qwen3-30B-A3B-GPTQ-Int4', 'ls_model_type': 'chat', 'ls_temperature': None}))
=== 收到chunk: ('messages', (AIMessageChunk(content='，', additional_kwargs={}, response_metadata={'model_provider': 'openai'}, id='lc_run--019d6ffc-4616-7d41-8521-596b89688b6a', tool_calls=[], invalid_tool_calls=[], tool_call_chunks=[]), {'thread_id': '1', 'langgraph_step': 1, 'langgraph_node': 'model', 'langgraph_triggers': ('branch:to:model',), 'langgraph_path': ('__pregel_pull', 'model'), 'langgraph_checkpoint_ns': 'model:c6375dde-d8d7-bd56-2fd7-bb8ba5725fb7', 'checkpoint_ns': 'model:c6375dde-d8d7-bd56-2fd7-bb8ba5725fb7', 'ls_provider': 'openai', 'ls_model_name': 'Qwen3-30B-A3B-GPTQ-Int4', 'ls_model_type': 'chat', 'ls_temperature': None}))
=== 收到chunk: ('messages', (AIMessageChunk(content='需要', additional_kwargs={}, response_metadata={'model_provider': 'openai'}, id='lc_run--019d6ffc-4616-7d41-8521-596b89688b6a', tool_calls=[], invalid_tool_calls=[], tool_call_chunks=[]), {'thread_id': '1', 'langgraph_step': 1, 'langgraph_node': 'model', 'langgraph_triggers': ('branch:to:model',), 'langgraph_path': ('__pregel_pull', 'model'), 'langgraph_checkpoint_ns': 'model:c6375dde-d8d7-bd56-2fd7-bb8ba5725fb7', 'checkpoint_ns': 'model:c6375dde-d8d7-bd56-2fd7-bb8ba5725fb7', 'ls_provider': 'openai', 'ls_model_name': 'Qwen3-30B-A3B-GPTQ-Int4', 'ls_model_type': 'chat', 'ls_temperature': None}))
=== 收到chunk: ('messages', (AIMessageChunk(content='收', additional_kwargs={}, response_metadata={'model_provider': 'openai'}, id='lc_run--019d6ffc-4616-7d41-8521-596b89688b6a', tool_calls=[], invalid_tool_calls=[], tool_call_chunks=[]), {'thread_id': '1', 'langgraph_step': 1, 'langgraph_node': 'model', 'langgraph_triggers': ('branch:to:model',), 'langgraph_path': ('__pregel_pull', 'model'), 'langgraph_checkpoint_ns': 'model:c6375dde-d8d7-bd56-2fd7-bb8ba5725fb7', 'checkpoint_ns': 'model:c6375dde-d8d7-bd56-2fd7-bb8ba5725fb7', 'ls_provider': 'openai', 'ls_model_name': 'Qwen3-30B-A3B-GPTQ-Int4', 'ls_model_type': 'chat', 'ls_temperature': None}))
=== 收到chunk: ('messages', (AIMessageChunk(content='件', additional_kwargs={}, response_metadata={'model_provider': 'openai'}, id='lc_run--019d6ffc-4616-7d41-8521-596b89688b6a', tool_calls=[], invalid_tool_calls=[], tool_call_chunks=[]), {'thread_id': '1', 'langgraph_step': 1, 'langgraph_node': 'model', 'langgraph_triggers': ('branch:to:model',), 'langgraph_path': ('__pregel_pull', 'model'), 'langgraph_checkpoint_ns': 'model:c6375dde-d8d7-bd56-2fd7-bb8ba5725fb7', 'checkpoint_ns': 'model:c6375dde-d8d7-bd56-2fd7-bb8ba5725fb7', 'ls_provider': 'openai', 'ls_model_name': 'Qwen3-30B-A3B-GPTQ-Int4', 'ls_model_type': 'chat', 'ls_temperature': None}))
=== 收到chunk: ('messages', (AIMessageChunk(content='人', additional_kwargs={}, response_metadata={'model_provider': 'openai'}, id='lc_run--019d6ffc-4616-7d41-8521-596b89688b6a', tool_calls=[], invalid_tool_calls=[], tool_call_chunks=[]), {'thread_id': '1', 'langgraph_step': 1, 'langgraph_node': 'model', 'langgraph_triggers': ('branch:to:model',), 'langgraph_path': ('__pregel_pull', 'model'), 'langgraph_checkpoint_ns': 'model:c6375dde-d8d7-bd56-2fd7-bb8ba5725fb7', 'checkpoint_ns': 'model:c6375dde-d8d7-bd56-2fd7-bb8ba5725fb7', 'ls_provider': 'openai', 'ls_model_name': 'Qwen3-30B-A3B-GPTQ-Int4', 'ls_model_type': 'chat', 'ls_temperature': None}))
=== 收到chunk: ('messages', (AIMessageChunk(content='、', additional_kwargs={}, response_metadata={'model_provider': 'openai'}, id='lc_run--019d6ffc-4616-7d41-8521-596b89688b6a', tool_calls=[], invalid_tool_calls=[], tool_call_chunks=[]), {'thread_id': '1', 'langgraph_step': 1, 'langgraph_node': 'model', 'langgraph_triggers': ('branch:to:model',), 'langgraph_path': ('__pregel_pull', 'model'), 'langgraph_checkpoint_ns': 'model:c6375dde-d8d7-bd56-2fd7-bb8ba5725fb7', 'checkpoint_ns': 'model:c6375dde-d8d7-bd56-2fd7-bb8ba5725fb7', 'ls_provider': 'openai', 'ls_model_name': 'Qwen3-30B-A3B-GPTQ-Int4', 'ls_model_type': 'chat', 'ls_temperature': None}))
=== 收到chunk: ('messages', (AIMessageChunk(content='主题', additional_kwargs={}, response_metadata={'model_provider': 'openai'}, id='lc_run--019d6ffc-4616-7d41-8521-596b89688b6a', tool_calls=[], invalid_tool_calls=[], tool_call_chunks=[]), {'thread_id': '1', 'langgraph_step': 1, 'langgraph_node': 'model', 'langgraph_triggers': ('branch:to:model',), 'langgraph_path': ('__pregel_pull', 'model'), 'langgraph_checkpoint_ns': 'model:c6375dde-d8d7-bd56-2fd7-bb8ba5725fb7', 'checkpoint_ns': 'model:c6375dde-d8d7-bd56-2fd7-bb8ba5725fb7', 'ls_provider': 'openai', 'ls_model_name': 'Qwen3-30B-A3B-GPTQ-Int4', 'ls_model_type': 'chat', 'ls_temperature': None}))
=== 收到chunk: ('messages', (AIMessageChunk(content='和', additional_kwargs={}, response_metadata={'model_provider': 'openai'}, id='lc_run--019d6ffc-4616-7d41-8521-596b89688b6a', tool_calls=[], invalid_tool_calls=[], tool_call_chunks=[]), {'thread_id': '1', 'langgraph_step': 1, 'langgraph_node': 'model', 'langgraph_triggers': ('branch:to:model',), 'langgraph_path': ('__pregel_pull', 'model'), 'langgraph_checkpoint_ns': 'model:c6375dde-d8d7-bd56-2fd7-bb8ba5725fb7', 'checkpoint_ns': 'model:c6375dde-d8d7-bd56-2fd7-bb8ba5725fb7', 'ls_provider': 'openai', 'ls_model_name': 'Qwen3-30B-A3B-GPTQ-Int4', 'ls_model_type': 'chat', 'ls_temperature': None}))
=== 收到chunk: ('messages', (AIMessageChunk(content='正文', additional_kwargs={}, response_metadata={'model_provider': 'openai'}, id='lc_run--019d6ffc-4616-7d41-8521-596b89688b6a', tool_calls=[], invalid_tool_calls=[], tool_call_chunks=[]), {'thread_id': '1', 'langgraph_step': 1, 'langgraph_node': 'model', 'langgraph_triggers': ('branch:to:model',), 'langgraph_path': ('__pregel_pull', 'model'), 'langgraph_checkpoint_ns': 'model:c6375dde-d8d7-bd56-2fd7-bb8ba5725fb7', 'checkpoint_ns': 'model:c6375dde-d8d7-bd56-2fd7-bb8ba5725fb7', 'ls_provider': 'openai', 'ls_model_name': 'Qwen3-30B-A3B-GPTQ-Int4', 'ls_model_type': 'chat', 'ls_temperature': None}))
=== 收到chunk: ('messages', (AIMessageChunk(content='。', additional_kwargs={}, response_metadata={'model_provider': 'openai'}, id='lc_run--019d6ffc-4616-7d41-8521-596b89688b6a', tool_calls=[], invalid_tool_calls=[], tool_call_chunks=[]), {'thread_id': '1', 'langgraph_step': 1, 'langgraph_node': 'model', 'langgraph_triggers': ('branch:to:model',), 'langgraph_path': ('__pregel_pull', 'model'), 'langgraph_checkpoint_ns': 'model:c6375dde-d8d7-bd56-2fd7-bb8ba5725fb7', 'checkpoint_ns': 'model:c6375dde-d8d7-bd56-2fd7-bb8ba5725fb7', 'ls_provider': 'openai', 'ls_model_name': 'Qwen3-30B-A3B-GPTQ-Int4', 'ls_model_type': 'chat', 'ls_temperature': None}))
=== 收到chunk: ('messages', (AIMessageChunk(content='用户', additional_kwargs={}, response_metadata={'model_provider': 'openai'}, id='lc_run--019d6ffc-4616-7d41-8521-596b89688b6a', tool_calls=[], invalid_tool_calls=[], tool_call_chunks=[]), {'thread_id': '1', 'langgraph_step': 1, 'langgraph_node': 'model', 'langgraph_triggers': ('branch:to:model',), 'langgraph_path': ('__pregel_pull', 'model'), 'langgraph_checkpoint_ns': 'model:c6375dde-d8d7-bd56-2fd7-bb8ba5725fb7', 'checkpoint_ns': 'model:c6375dde-d8d7-bd56-2fd7-bb8ba5725fb7', 'ls_provider': 'openai', 'ls_model_name': 'Qwen3-30B-A3B-GPTQ-Int4', 'ls_model_type': 'chat', 'ls_temperature': None}))
=== 收到chunk: ('messages', (AIMessageChunk(content='已经', additional_kwargs={}, response_metadata={'model_provider': 'openai'}, id='lc_run--019d6ffc-4616-7d41-8521-596b89688b6a', tool_calls=[], invalid_tool_calls=[], tool_call_chunks=[]), {'thread_id': '1', 'langgraph_step': 1, 'langgraph_node': 'model', 'langgraph_triggers': ('branch:to:model',), 'langgraph_path': ('__pregel_pull', 'model'), 'langgraph_checkpoint_ns': 'model:c6375dde-d8d7-bd56-2fd7-bb8ba5725fb7', 'checkpoint_ns': 'model:c6375dde-d8d7-bd56-2fd7-bb8ba5725fb7', 'ls_provider': 'openai', 'ls_model_name': 'Qwen3-30B-A3B-GPTQ-Int4', 'ls_model_type': 'chat', 'ls_temperature': None}))
=== 收到chunk: ('messages', (AIMessageChunk(content='提供了', additional_kwargs={}, response_metadata={'model_provider': 'openai'}, id='lc_run--019d6ffc-4616-7d41-8521-596b89688b6a', tool_calls=[], invalid_tool_calls=[], tool_call_chunks=[]), {'thread_id': '1', 'langgraph_step': 1, 'langgraph_node': 'model', 'langgraph_triggers': ('branch:to:model',), 'langgraph_path': ('__pregel_pull', 'model'), 'langgraph_checkpoint_ns': 'model:c6375dde-d8d7-bd56-2fd7-bb8ba5725fb7', 'checkpoint_ns': 'model:c6375dde-d8d7-bd56-2fd7-bb8ba5725fb7', 'ls_provider': 'openai', 'ls_model_name': 'Qwen3-30B-A3B-GPTQ-Int4', 'ls_model_type': 'chat', 'ls_temperature': None}))
=== 收到chunk: ('messages', (AIMessageChunk(content='这三个', additional_kwargs={}, response_metadata={'model_provider': 'openai'}, id='lc_run--019d6ffc-4616-7d41-8521-596b89688b6a', tool_calls=[], invalid_tool_calls=[], tool_call_chunks=[]), {'thread_id': '1', 'langgraph_step': 1, 'langgraph_node': 'model', 'langgraph_triggers': ('branch:to:model',), 'langgraph_path': ('__pregel_pull', 'model'), 'langgraph_checkpoint_ns': 'model:c6375dde-d8d7-bd56-2fd7-bb8ba5725fb7', 'checkpoint_ns': 'model:c6375dde-d8d7-bd56-2fd7-bb8ba5725fb7', 'ls_provider': 'openai', 'ls_model_name': 'Qwen3-30B-A3B-GPTQ-Int4', 'ls_model_type': 'chat', 'ls_temperature': None}))
